polling_unit_code,state_name,lga_name,ward_name,unit_name,doc_id,slug,image_file,registered_num,accredited_num,accredit_mark,APC,PDP,LP,NNPP,total_use,presiding_officer_name_present,presiding_officer_signature_present,polling_agent_signature_present,black_stamp
02/13/05/006,ADAMAWA,MICHIKA,MADZI,YAMBULE / YAMBULE PRI. SCH. I,24812605,02_13_05_006_crop,02_13_05_006_24812605.png,750.0,303.0,303.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0
02/01/08/020,ADAMAWA,DEMSA,KPASHAM,KALTANGA,24811398,02_01_08_020_crop,02_01_08_020_24811398.png,198.0,160.0,160.0,8.0,76.0,56.0,4.0,147.0,,,,
02/14/06/012,ADAMAWA,MUBI NORTH,MAYO BANI,TAPPARE PRI. SCH./ TAPPARE,24812221,02_14_06_012_crop,02_14_06_012_24812221.png,322.0,127.0,127.0,0.0,28.0,94.0,4.0,126.0,,,,
02/15/03/001,ADAMAWA,MUBI SOUTH,GELLA,LUMORE/ NEAR VIEWING CENTRE GELLA,24813004,02_15_03_001_crop,02_15_03_001_24813004.png,750.0,0.0,,94.0,142.0,3.0,2.0,259.0,,,,
02/18/05/003,ADAMAWA,SONG,KILANGE HIRNA,GELEDI,24814929,02_18_05_003_crop,02_18_05_003_24814929.png,729.0,293.0,293.0,134.0,139.0,0.0,1.0,279.0,,,,
02/06/05/007,ADAMAWA,GUYUK,DUKUL,KANGIMA TSWINTHIRE PRY. SCH.,24811319,02_06_05_007_crop,02_06_05_007_24811319.png,598.0,214.0,214.0,29.0,88.0,93.0,0.0,214.0,0.0,1.0,1.0,1
02/16/06/012,ADAMAWA,NUMAN,NUMAN I,BAMTATO II,24814494,02_16_06_012_crop,02_16_06_012_24814494.png,49.0,37.0,37.0,3.0,9.0,24.0,0.0,36.0,,,,
02/05/06/009,ADAMAWA,GOMBI,GOMBI SOUTH,UNG. JAURO MUSA/ KOFAR JAURO MUSA I,24813329,02_05_06_009_crop,02_05_06_009_24813329.png,750.0,220.0,220.0,75.0,134.0,4.0,1.0,216.0,,,,
03/23/03/002,AKWA IBOM,OKOBO,NUNG ATAI/UBE 1,"VILLAGE SQUARE, EBIGHI EDU",24819023,03_23_03_002_crop,03_23_03_002_24819023.png,440.0,105.0,105.0,31.0,50.0,19.0,0.0,104.0,,,,
03/18/08/008,AKWA IBOM,MKPAT ENIN,IKPA IBOM 1V,"VILLAGE SQUARE, ATA IBOTIO",24820996,03_18_08_008_crop,03_18_08_008_24820996.png,698.0,166.0,166.0,14.0,106.0,36.0,2.0,161.0,,,,
03/14/05/007,AKWA IBOM,IKOT EKPENE,IKOT EKPENE V,MIN. OF WORKS GATE,24818472,03_14_05_007_crop,03_14_05_007_24818472.png,924.0,279.0,279.0,110.0,29.0,123.0,2.0,268.0,,,,
03/18/08/006,AKWA IBOM,MKPAT ENIN,IKPA IBOM 1V,"PRY SCH, NDON IBOTIO I",24820998,03_18_08_006_crop,03_18_08_006_24820998.png,604.0,165.0,165.0,11.0,48.0,101.0,0.0,165.0,,,,
03/23/05/005,AKWA IBOM,OKOBO,AKAI/MBUKPO/UDUNG,"VILLAGE SQUARE, UDUNG UKPONG",24818971,03_23_05_005_crop,03_23_05_005_24818971.png,685.0,130.0,130.0,57.0,28.0,9.0,0.0,100.0,,,,
03/14/07/019,AKWA IBOM,IKOT EKPENE,IKOT EKPENE V11,"VILLAGE HALL, IKOT ESE ENANG",24818421,03_14_07_019_crop,03_14_07_019_24818421.png,171.0,128.0,128.0,34.0,42.0,24.0,2.0,,,,,
03/07/01/018,AKWA IBOM,ETINAN,ETINAN URBAN 1,"SLAWD PETERS TECH. SCH. II, UYO ROAD, ETINAN",24818058,03_07_01_018_crop,03_07_01_018_24818058.png,113.0,74.0,74.0,28.0,31.0,11.0,0.0,72.0,,,,
03/10/07/012,AKWA IBOM,IBIONO IBOM,IBIONO NORTHERN 1,"VILLAGE HALL, IKOT UBO MBIABONG",24820213,03_10_07_012_crop,03_10_07_012_24820213.png,507.0,145.0,145.0,12.0,49.0,59.0,0.0,,,,,
03/28/10/007,AKWA IBOM,UKANAFUN,"SOUTHERN AFAHA, ADAT IFANG 111","VILLAGE HALL, ABAT AFAHA OBO",24820531,03_28_10_007_crop,03_28_10_007_24820531.png,182.0,146.0,146.0,57.0,69.0,7.0,7.0,140.0,,,,
04/05/07/002,ANAMBRA,ANAOCHA,AGULU  I,AGUNKWO PRY. SCHOOL II,24826018,vm_04_05_07_002_crop,04_05_07_002_24826018.png,202.0,72.0,72.0,1.0,0.0,71.0,0.0,,,,,
04/20/09/002,ANAMBRA,ORUMBA  SOUTH,UMUCHUKWU,"ARUIKPA SQUARE, UMUCHUKWU",24828344,04_20_09_002_crop,04_20_09_002_24828344.png,215.0,86.0,86.0,0.0,0.0,81.0,0.0,85.0,,,,
04/16/09/022,ANAMBRA,OGBARU,OKPOKO I,OGBARU MAIN MARKET FIRST GATE,24827629,04_16_09_022_crop,04_16_09_022_24827629.png,60.0,24.0,24.0,0.0,0.0,24.0,0.0,24.0,,,,
04/19/08/004,ANAMBRA,ORUMBA NORTH,NANKA  I,ETTI VILLAGE HALL I,24826861,04_19_08_004_crop,04_19_08_004_24826861.png,730.0,278.0,278.0,0.0,0.0,0.0,0.0,7.0,,,,
04/06/05/006,ANAMBRA,AWKA NORTH,AMANUKE,C/S AMANUKE II,24823826,04_06_05_006_crop,04_06_05_006_24823826.png,413.0,125.0,125.0,0.0,5.0,114.0,0.0,124.0,0.0,0.0,1.0,0
04/16/08/012,ANAMBRA,OGBARU,OGWU-IKPELE,UMUAKA/OFUFE,24827581,04_16_08_012_crop,04_16_08_012_24827581.png,105.0,34.0,34.0,0.0,0.0,33.0,0.0,34.0,1.0,1.0,1.0,0
04/04/04/018,ANAMBRA,ANAMBRA WEST,OLUMBANASA - ODE,AJAGU MIGRANT FISHERMEN PRIMARY SCHOOL,24826357,04_04_04_018_crop,04_04_04_018_24826357.png,100.0,50.0,50.0,0.0,0.0,48.0,0.0,50.0,,,,
04/05/03/008,ANAMBRA,ANAOCHA,ADAZI ENU  I,UMUABU VILLAGE HALL II,24826141,04_05_03_008_crop,04_05_03_008_24826141.png,277.0,82.0,82.0,0.0,1.0,80.0,0.0,82.0,,,,
04/15/19/024,ANAMBRA,NNEWI SOUTH,UNUBI,PROGRESS CLUB HALL I,24825807,04_15_19_024_crop,04_15_19_024_24825807.png,195.0,50.0,50.0,0.0,0.0,47.0,0.0,49.0,,,,
04/16/14/059,ANAMBRA,OGBARU,OKPOKO VI,OPEN SPACE BY OBI STREET JUNCTION,24827698,04_16_14_059_crop,04_16_14_059_24827698.png,128.0,101.0,101.0,0.0,0.0,0.0,0.0,,,,,
05/12/05/013,BAUCHI,KATAGUM,BUSKURI,"SALERI,    KOFAR JAURO",24836118,05_12_05_013_crop,05_12_05_013_24836118.png,555.0,110.0,110.0,47.0,37.0,1.0,9.0,94.0,,,,
05/15/04/003,BAUCHI,NINGI,JANGU,"ARI  I,  DISTRICT OFFICE",24836477,05_15_04_003_crop,05_15_04_003_24836477.png,748.0,311.0,311.0,127.0,159.0,0.0,20.0,307.0,,,,
05/02/06/019,BAUCHI,BAUCHI,DANDANGO/YAMRAT,"LEKKA PRIMARY SCHOOL, LEKKA PRIMARY SCHOOL",24836629,05_02_06_019_crop,05_02_06_019_24836629.png,510.0,235.0,235.0,100.0,118.0,0.0,2.0,215.0,1.0,1.0,1.0,0
05/02/04/009,BAUCHI,BAUCHI,ZUNGUR/LIMAN  KATAGUM,"BOR, BOR",24837120,05_02_04_009_crop,05_02_04_009_24837120.png,258.0,127.0,127.0,46.0,78.0,0.0,0.0,127.0,,,,
05/07/06/010,BAUCHI,GAMAWA,TUMBI,"KIRIKASOSUWA, PRIMARY SCHOOL II",24835181,05_07_06_010_crop,05_07_06_010_24835181.png,374.0,117.0,117.0,53.0,52.0,0.0,5.0,112.0,,,,
05/15/06/017,BAUCHI,NINGI,KUDU / YAMMA,"JIMI  II,   JIMI PRIMARY SCHOOL",24836289,05_15_06_017_crop,05_15_06_017_24836289.png,788.0,170.0,170.0,87.0,60.0,0.0,12.0,,,,,
05/19/05/011,BAUCHI,WARJI,GABANGA,"KOFAR KANAWA  III,   KOFAR KANAWA DISPENSARY",24838142,05_19_05_011_crop,05_19_05_011_24838142.png,449.0,181.0,181.0,38.0,134.0,0.0,7.0,181.0,,,,
05/05/07/016,BAUCHI,DARAZO,LANZAI,"NAHUTA MAISAJE,  KOFAR  M/UNGUWA",24837603,05_05_07_016_crop,05_05_07_016_24837603.png,274.0,64.0,64.0,23.0,27.0,0.0,1.0,53.0,,,,
05/02/02/030,BAUCHI,BAUCHI,MAJIDADI 'B',"K/SHEHU JARUMI, K/SHEHU JARUMI",24837024,05_02_02_030_crop,05_02_02_030_24837024.png,784.0,268.0,268.0,86.0,150.0,0.0,7.0,251.0,,,,
05/09/05/025,BAUCHI,GIADE,GIADE,SENEGAL PRIMARY SCHOOL,24835148,05_09_05_025_crop,05_09_05_025_24835148.png,354.0,223.0,223.0,0.0,0.0,0.0,0.0,0.0,,,,
06/01/10/008,BAYELSA,BRASS,SANGANA,KIANI - BIRI OPEN SPACE,24840158,06_01_10_008_crop,06_01_10_008_24840158.png,1107.0,122.0,122.0,11.0,96.0,13.0,0.0,,,,,
06/02/12/020,BAYELSA,EKEREMOR,EDUWINI II,CENSETEBE SQUARE,24841193,06_02_12_020_crop,06_02_12_020_24841193.png,603.0,63.0,63.0,5.0,46.0,8.0,1.0,61.0,,,,
06/03/08/004,BAYELSA,KOLOKUMA/OPOKUMA,OPOKUMASOUTH,SIKI GBENE TOWN HALL,24841768,06_03_08_004_crop,06_03_08_004_24841768.png,239.0,85.0,85.0,11.0,61.0,11.0,0.0,83.0,,,,
06/07/09/013,BAYELSA,SOUTHERN IJAW,AMASSOMA  I,EBIEDE COMM. SQUARE,24840670,vm_06_07_09_013_crop,06_07_09_013_24840670.png,365.0,94.0,94.0,9.0,25.0,40.0,0.0,87.0,,,,
06/07/04/005,BAYELSA,SOUTHERN IJAW,OLODIAMA  II,AKPOKOWARI OPEN SPACE,24840876,06_07_04_005_crop,06_07_04_005_24840876.png,616.0,0.0,0.0,52.0,17.0,10.0,0.0,79.0,,,,
06/07/02/007,BAYELSA,SOUTHERN IJAW,OPOROMA   II,AGUO OPEN SPACE,24840838,06_07_02_007_crop,06_07_02_007_24840838.png,236.0,88.0,88.0,17.0,25.0,41.0,0.0,,,,,
06/07/05/003,BAYELSA,SOUTHERN IJAW,OTUAN,OROUSUODEI POLO OPEN SPACE,24840844,06_07_05_003_crop,06_07_05_003_24840844.png,247.0,103.0,103.0,30.0,63.0,6.0,0.0,99.0,,,,
06/05/02/020,BAYELSA,OGBIA,OTUOKPOTI,STATE SCHOOL (PRIMARY)-OTUOKPOTI,24841461,06_05_02_020_crop,06_05_02_020_24841461.png,629.0,158.0,158.0,100.0,17.0,23.0,0.0,142.0,,,,
06/04/05/009,BAYELSA,NEMBE,BASSAMBIRI 11,IGBEBELEU POLO/DERRI SQUARE,24841713,06_04_05_009_crop,06_04_05_009_24841713.png,560.0,75.0,75.0,39.0,7.0,24.0,0.0,72.0,,,,
06/08/09/001,BAYELSA,YENAGOA,GBARAIN III,AGWE OPEN SPACE,24840330,06_08_09_001_crop,06_08_09_001_24840330.png,503.0,209.0,209.0,46.0,89.0,54.0,0.0,197.0,,,,
07/09/04/014,BENUE,KATSINA-ALA,KATSINA-ALA TOWN,IORNENGE ADI/NEAR IORNENGE ADI COMPOUND,24842559,07_09_04_014_crop,07_09_04_014_24842559.png,485.0,157.0,157.0,93.0,38.0,11.0,0.0,,,,,
07/16/08/007,BENUE,OJU,OKPOKPO,IGWE OMACHI - PLAY GROUND,24846026,07_16_08_007_crop,07_16_08_007_24846026.png,362.0,72.0,72.0,1.0,3.0,68.0,0.0,72.0,,,,
07/21/05/015,BENUE,UKUM,KENDEV,"NKST. SCHOOL, NGIRA VILLAGE/NGIRA VILLAGE SETTLEMENT - SCHOOL",24845312,07_21_05_015_crop,07_21_05_015_24845312.png,683.0,213.0,213.0,80.0,89.0,23.0,0.0,194.0,,,,
07/23/09/009,BENUE,VANDEIKYA,NINGEV,"LGEA SCHOOL, PREMISES TYOKASE",24844203,07_23_09_009_crop,07_23_09_009_24844203.png,513.0,146.0,146.0,126.0,13.0,2.0,0.0,144.0,,,,
07/10/09/025,BENUE,KONSHISHA,MBAWAR,AGERA PRIM. SCH. AGBO,24845767,07_10_09_025_crop,07_10_09_025_24845767.png,88.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,,,,
07/12/03/019,BENUE,LOGO,MBATER,AGANDI VILLAGE SQUARE,24843891,07_12_03_019_crop,07_12_03_019_24843891.png,143.0,113.0,113.0,45.0,63.0,3.0,0.0,112.0,,,,
07/13/06/067,BENUE,MAKURDI,FIIDI,JUDGES QUARTERS EXTENSION OPEN SPACE OPPOSITE VIA CHRISTI SOCIETY,24843227,07_13_06_067_crop,07_13_06_067_24843227.png,750.0,329.0,329.0,96.0,4.0,206.0,0.0,320.0,,,,
07/03/01/010,BENUE,APA,AKPETE/OJANTELLE,OJANTALLE NEW MARKET SQUARE,24845084,07_03_01_010_crop,07_03_01_010_24845084.png,85.0,32.0,32.0,4.0,3.0,16.0,0.0,27.0,,,,
07/09/01/008,BENUE,KATSINA-ALA,IKURAV TIEV I,AYUA MARKET II/AYUA MARKET SQUARE,24842416,07_09_01_008_crop,07_09_01_008_24842416.png,922.0,162.0,162.0,120.0,25.0,11.0,0.0,163.0,,,,
08/13/08/003,BORNO,JERE,NGUDAA/ADDAMARI,BULAMA YARO  III,24847848,08_13_08_003_crop,08_13_08_003_24847848.png,451.0,165.0,165.0,75.0,85.0,0.0,1.0,165.0,,,,
08/16/07/012,BORNO,KONDUGA,KONDUGA,MANDURARI PRI. SCH.  II,24851128,08_16_07_012_crop,08_16_07_012_24851128.png,641.0,119.0,119.0,,,,,,0.0,1.0,1.0,1
08/21/13/127,BORNO,MAIDUGURI M. C.,MAISANDARI,MUSTAPHA TELA,24850169,08_21_13_127_crop,08_21_13_127_24850169.png,5.0,3.0,3.0,0.0,1.0,0.0,3.0,3.0,,,,
08/21/03/026,BORNO,MAIDUGURI M. C.,BULABLIN,ALH MODU GANA,24850449,08_21_03_026_crop,08_21_03_026_24850449.png,440.0,93.0,93.0,68.0,17.0,0.0,0.0,87.0,,,,
08/13/09/016,BORNO,JERE,OLD MAIDUGURI,ALHAJI TAHIR AHMED I,24847990,08_13_09_016_crop,08_13_09_016_24847990.png,825.0,153.0,153.0,51.0,78.0,1.0,10.0,143.0,,,,
08/07/07/006,BORNO,DAMBOA,KAFA / MAFI,BUK,24847319,08_07_07_006_crop,08_07_07_006_24847319.png,751.0,182.0,182.0,93.0,37.0,0.0,0.0,134.0,,,,
08/03/11/021,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,ABUJA POLICE BARRACKS,24849686,08_03_11_021_crop,08_03_11_021_24849686.png,812.0,131.0,131.0,44.0,80.0,0.0,0.0,130.0,1.0,1.0,1.0,0
08/24/03/003,BORNO,MONGUNO,KUMALIA,CHIRCHIRA,24848729,08_24_03_003_crop,08_24_03_003_24848729.png,545.0,125.0,125.0,86.0,18.0,0.0,0.0,109.0,1.0,1.0,1.0,0
08/11/09/024,BORNO,GWOZA,JOHODE/CHIKIDE/KUGHUM,CHIKIDA PRI. SCH.  II,24851377,08_11_09_024_crop,08_11_09_024_24851377.png,527.0,21.0,21.0,7.0,10.0,0.0,1.0,19.0,,,,
09/15/06/011,CROSS RIVER,ODUKPANI,ENIONG,"VILLAGE SQUARE, IKOT UDIA",24854949,09_15_06_011_crop,09_15_06_011_24854949.png,215.0,65.0,65.0,31.0,18.0,3.0,0.0,53.0,1.0,1.0,1.0,0
09/03/06/008,CROSS RIVER,AKPABUYO,IKANG NORTH,PLAYGROUND ESUK OKON,24855507,09_03_06_008_crop,09_03_06_008_24855507.png,238.0,97.0,97.0,56.0,20.0,11.0,0.0,88.0,,,,
09/16/01/006,CROSS RIVER,OGOJA,EKAJUK I,PRIMARY SCHOOL MFOM I,24855953,09_16_01_006_crop,09_16_01_006_24855953.png,750.0,235.0,235.0,67.0,100.0,51.0,0.0,220.0,,,,
09/14/01/006,CROSS RIVER,OBUDU,ALEGE/UBANG,ABUASU PLAYGROUND,24854373,09_14_01_006_crop,09_14_01_006_24854373.png,659.0,179.0,179.0,97.0,30.0,33.0,0.0,,,,,
09/08/01/026,CROSS RIVER,CALABAR MUNICIPALITY,ONE,GOVT PRY SCH AKIM,24853625,09_08_01_026_crop,09_08_01_026_24853625.png,750.0,206.0,206.0,10.0,8.0,170.0,0.0,191.0,,,,
09/16/01/002,CROSS RIVER,OGOJA,EKAJUK I,"PLAYGROUND, BANSARA",24855939,09_16_01_002_crop,09_16_01_002_24855939.png,770.0,215.0,215.0,83.0,69.0,54.0,1.0,208.0,,,,
09/14/08/007,CROSS RIVER,OBUDU,UTUGWANG CENTRAL,NEAR CHIEF OKPAM'S FRONTAGE,24854399,09_14_08_007_crop,09_14_08_007_24854399.png,1069.0,151.0,151.0,54.0,38.0,109.0,1.0,202.0,,,,
09/06/02/009,CROSS RIVER,BIASE,ADIM,ADIM NEW TOWN HALL,24853301,09_06_02_009_crop,09_06_02_009_24853301.png,122.0,69.0,69.0,23.0,27.0,100.0,3.0,155.0,,,,
09/12/02/002,CROSS RIVER,OBANLIKU,BEBI,"PLAYGROUND, BEGBONG",24854887,09_12_02_002_crop,09_12_02_002_24854887.png,815.0,335.0,335.0,150.0,117.0,60.0,0.0,,1.0,1.0,1.0,0
10/13/02/008,DELTA,OKPE,OVIRI - OKPE,"OKORODUDU   PRIMARY SCHOOL, OVIRI - OKPE VI",24858478,10_13_02_008_crop,10_13_02_008_24858478.png,331.0,0.0,0.0,41.0,65.0,10.0,0.0,,,,,
10/20/05/002,DELTA,UGHELLI SOUTH,OLOMU  II,"AKPERHE PRIMARY SCHOOL, AKPERHE II",24862137,10_20_05_002_crop,10_20_05_002_24862137.png,764.0,185.0,185.0,46.0,62.0,75.0,0.0,185.0,,,,
10/19/04/010,DELTA,UGHELLI NORTH,OROGUN   II,"OFUOMA/OGBE/IKIE CENTRE/ARAGBA POSTAL AGENCY, ARAGBA",24860876,10_19_04_010_crop,10_19_04_010_24860876.png,725.0,112.0,112.0,0.0,3.0,30.0,1.0,30.0,,,,
10/07/02/002,DELTA,IKA NORTH- EAST,OWA II,"OMI PRIMARY SCHOOL, OWA - ALERO II",24857489,10_07_02_002_crop,10_07_02_002_24857489.png,871.0,288.0,288.0,8.0,240.0,15.0,0.0,266.0,,,,
10/25/04/016,DELTA,WARRI SOUTH  WEST,GBARAMATU,KOKODIAGBENE   TOWN  HALL,24857837,10_25_04_016_crop,10_25_04_016_24857837.png,750.0,64.0,64.0,6.0,28.0,25.0,1.0,62.0,1.0,1.0,0.0,1
10/02/04/011,DELTA,ANIOCHA - SOUTH,UBULU - UKU I,"ANIOMA SQUARE, ANIOMA QUARTERS",24859764,10_02_04_011_crop,10_02_04_011_24859764.png,96.0,11.0,11.0,0.0,11.0,0.0,0.0,11.0,,,,
10/04/05/009,DELTA,BURUTU,OJOBO,OMBUTUAEBE  I  -  TEITEI   P/G,24860148,10_04_05_009_crop,10_04_05_009_24860148.png,324.0,53.0,53.0,6.0,7.0,40.0,0.0,53.0,,,,
10/19/04/014,DELTA,UGHELLI NORTH,OROGUN   II,"ANIE/IBIO/OSSA/IKOROBIE STREET/OBIOGO HALL, EMONU",24860867,10_19_04_014_crop,10_19_04_014_24860867.png,706.0,175.0,175.0,100.0,15.0,33.0,1.0,153.0,,,,
10/22/02/026,DELTA,UVWIE,EFFURUN  II,BESIDE HOTEL DE MARK,24858061,10_22_02_026_crop,10_22_02_026_24858061.png,293.0,141.0,141.0,0.0,16.0,109.0,0.0,116.0,,,,
10/09/01/011,DELTA,ISOKO NORTH,IYEDE I,"PALACE JUNCTION, EKREME, OTOR - IYEDE",24857083,10_09_01_011_crop,10_09_01_011_24857083.png,488.0,84.0,84.0,7.0,18.0,50.0,0.0,80.0,,,,
11/04/03/010,EBONYI,EBONYI,AGALEGU,OBVUDU PLAY GROUND,24864473,11_04_03_010_crop,11_04_03_010_24864473.png,61.0,23.0,23.0,3.0,3.0,15.0,0.0,21.0,,,,
11/03/01/012,EBONYI,AFIKPO  SOUTH,AMAEKE EKOLI,AMAEKE VILLAGE SQUARE II,24864552,11_03_01_012_crop,11_03_01_012_24864552.png,669.0,77.0,77.0,0.0,0.0,77.0,0.0,77.0,,,,
11/02/12/008,EBONYI,AFIKPO NORTH,UWANA AFIKPO II,OKOKOBUCHA AMAEKWU,24863978,11_02_12_008_crop,11_02_12_008_24863978.png,92.0,44.0,44.0,4.0,4.0,27.0,0.0,36.0,,,,
11/06/06/005,EBONYI,EZZA SOUTH,AMUZU,OGEWEKWE VILLAGE SQUARE HALL II,24862237,11_06_06_005_crop,11_06_06_005_24862237.png,899.0,174.0,174.0,25.0,6.0,124.0,1.0,,,,,
11/09/07/001,EBONYI,IVO,NDIOKORO UKWU,NDIOKORO UKWU PRIMARY SCHOOL,24862981,11_09_07_001_crop,11_09_07_001_24862981.png,591.0,118.0,118.0,23.0,9.0,76.0,0.0,112.0,,,,
11/07/15/007,EBONYI,IKWO,NDIAGU ECHARA II,NWODE MARKET SQUARE,24863199,11_07_15_007_crop,11_07_15_007_24863199.png,822.0,212.0,212.0,21.0,16.0,124.0,0.0,172.0,,,,
11/13/04/006,EBONYI,ONICHA,EBIA OSHIRI,EBIA CENTRAL SCHOOL,24863527,11_13_04_006_crop,11_13_04_006_24863527.png,163.0,48.0,48.0,4.0,5.0,103.0,3.0,116.0,,,,
11/06/05/017,EBONYI,EZZA SOUTH,AMUDO/OKOFFIA,NWEKE AGBAKORO MARKET SQ,24862308,11_06_05_017_crop,11_06_05_017_24862308.png,128.0,89.0,89.0,3.0,0.0,69.0,0.0,76.0,1.0,1.0,1.0,0
11/11/06/014,EBONYI,OHAOZARA,OKPOSI OKWU,OGUDU ICHIKARA VILLAGE SQUARE,24865101,vm_11_11_06_014_crop,11_11_06_014_24865101.png,750.0,117.0,117.0,11.0,0.0,85.0,1.0,101.0,,,,
12/01/01/005,EDO,AKOKO EDO,IGARRA I,"UGBOGBO, SECRETARIAT ROAD",24865534,12_01_01_005_crop,12_01_01_005_24865534.png,642.0,189.0,189.0,49.0,45.0,82.0,0.0,183.0,,,,
12/08/02/009,EDO,ETSAKO EAST,WANNO I,EGBEPUI PRIMARY SCH IVIEGBEPUI II,24865813,12_08_02_009_crop,12_08_02_009_24865813.png,552.0,300.0,300.0,51.0,150.0,70.0,0.0,271.0,,,,
12/18/05/009,EDO,UHUNMWODE,UMAGBAE NORTH,"URHOKUOSA, OKUOSA P/SCHOOL",24869758,12_18_05_009_crop,12_18_05_009_24869758.png,750.0,154.0,154.0,13.0,23.0,106.0,0.0,,,,,
12/13/01/012,EDO,ORHIONMWON,AIBIOKUNLA  I,"EWUARE P/S, OGAN I",24866668,12_13_01_012_crop,12_13_01_012_24866668.png,710.0,169.0,169.0,69.0,32.0,65.0,1.0,169.0,,,,
12/09/10/022,EDO,ETSAKO  WEST,UZAIRUE NORTH EAST,"AFOWA  MIXED S/S, AFOWA",24866149,12_09_10_022_crop,12_09_10_022_24866149.png,79.0,66.0,66.0,29.0,5.0,28.0,0.0,66.0,,,,
12/12/01/064,EDO,OREDO,OGBE,"OPEN SPACE, CONCORD ROAD JUNCTION OFF COLLEGE RD",24866985,12_12_01_064_crop,12_12_01_064_24866985.png,68.0,38.0,38.0,3.0,0.0,34.0,0.0,38.0,,,,
12/09/02/003,EDO,ETSAKO  WEST,AUCHI I,HAUSA QRTS - UCHI P/S,24866035,12_09_02_003_crop,12_09_02_003_24866035.png,750.0,158.0,158.0,111.0,14.0,27.0,0.0,150.0,,,,
12/13/05/018,EDO,ORHIONMWON,UGBOKO,"OBOZOGBE- NIRO P/SCH. , UGBOKO - NIRO  IV",24866759,12_13_05_018_crop,12_13_05_018_24866759.png,319.0,52.0,52.0,8.0,13.0,28.0,0.0,50.0,,,,
12/07/06/011,EDO,ETSAKO CENTRAL,EKPERI I,UGBEKPE COMMUNITY MKT SQUARE,24866229,12_07_06_011_crop,12_07_06_011_24866229.png,471.0,0.0,,93.0,22.0,49.0,0.0,166.0,,,,
13/03/09/006,EKITI,EKITI EAST,OBADORE  IV,LATE OLODA'S FRONTAGE / ODA ODO,24871673,13_03_09_006_crop,13_03_09_006_24871673.png,612.0,317.0,317.0,154.0,161.0,0.0,0.0,317.0,,,,
13/06/09/007,EKITI,EMURE,OGBONTIORO  I,SACRED HEARTH SCHOOL / CHIEF PAUL OKE'S COMPOUND,24869810,13_06_09_007_crop,13_06_09_007_24869810.png,234.0,75.0,75.0,41.0,28.0,3.0,0.0,73.0,,,,
13/09/02/005,EKITI,IJERO,"IJERO WARD  ""B""",APASO - NEAR FOLORUNSO POOL'S,24870472,13_09_02_005_crop,13_09_02_005_24870472.png,589.0,169.0,169.0,89.0,42.0,21.0,0.0,160.0,,,,
